0	52	79	32	55	35	68
0	75	81	87	78	79
0	13	6	50	36	3	10	8
0	25	11	64	21	16	23	19
0	54	67	58	10	15	12	13
0	25	16	11	13	14
0	25	11	37	29	33	35	31
0	36	11	16	14	13
0	97	92	73	78	75	76
0	85	56	6	91	3	4
0	13	18	5	97	2	9	7	11
0	54	6	11	9	3	2
0	24	30	5	2	16	3
0	6	63	12	3	2	5
0	6	15	11	8	3	2
0	97	45	40	43	42
0	97	71	66	92	94	95
0	11	97	16	13	14
0	36	31	5	16	33	34
0	36	52	5	2	41	3
0	6	44	78	83	80	81
0	24	55	60	99	57	58
0	75	81	57	78	69	77
0	6	23	17	11	14	15
0	36	47	11	32	42	15	20	17
0	36	31	46	41	39	38
0	74	83	78	76	81	80
0	54	10	5	8	2	3
0	6	91	3	15	4	1
0	76	67	52	81	71	56	54	69
0	54	16	5	60	57	58
0	36	11	16	14	13
0	96	65	61	71	68	63	69
0	97	13	8	4	6	11	10
0	15	5	30	2	11	26	8	13
0	6	23	16	32	59	10	8
0	24	29	53	67	27	26
0	25	31	15	19	28	27
0	6	86	42	16	3	4
0	66	42	72	6	69	68
0	6	3	42	36	2	5
0	53	27	43	48	45	51	49
0	84	48	72	5	2	3
0	6	15	3	31	2	5
0	12	84	6	22	3	9	2
0	6	12	77	3	9	10
0	65	71	68	80	86	67
0	66	33	38	61	44	57	35	59
0	54	48	83	24	14	51	52
0	53	48	43	45	51	46
0	36	64	89	59	61	62
0	95	5	90	80	92	93
0	84	78	81	34	82	79
0	66	72	77	75	69	68
0	95	90	35	64	93	92
0	74	50	56	13	53	65	61	63
0	75	11	5	8	7	10
0	53	88	83	85	86
0	53	58	55	15	68	56
0	66	31	5	54	2	3
0	67	82	36	72	69	70
0	24	29	5	35	32	31
0	6	23	3	17	4	1
0	36	68	71	32	29	44	11	30
0	48	24	10	17	21	19	22
0	6	83	3	88	4	1
0	69	39	81	32	8	63	72	77	49	46
0	66	31	36	26	34	33
0	14	49	18	82	54	78	16
0	24	88	76	93	91	90
0	14	81	19	28	17	16
0	13	26	9	62	18	16	11
0	6	70	44	86	3	4	1
0	15	24	10	61	4	20	18	12	7
0	6	12	3	18	9	2
0	6	60	95	3	2	5
0	16	80	64	41	69	53	57	55	66
0	94	36	31	25	34	33
0	6	3	86	35	24	2
0	73	23	68	28	25	26
0	6	54	11	3	2	5
0	47	24	35	52	49	29	32	26	40	44
0	65	52	47	42	44	45
0	27	13	48	32	30	29
0	68	29	35	60	73	64	66
0	6	84	12	3	9	10
0	72	36	6	3	12	27	2
0	64	79	42	74	77	76
0	47	56	5	42	18	2	52	54
0	97	88	92	90	95	94
0	81	11	6	16	3	14	2
0	97	85	78	10	94	95
0	5	35	3	18	13	40	2
0	55	19	24	21	22
0	53	66	5	71	69	68
0	53	13	27	31	5	3	10	38	7
0	6	11	3	9	4	8
0	6	60	11	9	3	4
0	13	35	47	45	34
0	19	47	57	33	66	63	4	54	2
0	62	64	18	9	36	47	42	30	39
0	54	17	5	79	3	2
0	67	35	50	40	37	38
0	23	48	43	45	35	46
0	94	70	34	39	37	36
0	45	34	81	39	42	43
0	14	95	90	5	2	3
0	19	43	37	25	46	34	40	3	31	16	59
0	52	26	31	37	48	34	35
0	99	80	85	6	83	82
0	62	10	19	27	40	14	57	17	12
0	13	60	3	40	50	57	9	54	37
0	52	11	64	5	8	9
0	56	91	18	85	63	59	58	61
0	19	5	57	60	9	7	59
0	6	26	51	3	2	5
0	24	10	15	4	7	6
0	41	85	48	96	44	46	42
0	44	5	88	77	2	3
0	85	79	82	32	80	83
0	52	62	35	43	5	59	61
0	12	5	17	15	2	3	14
0	20	87	63	26	4	15	23	2	17
0	58	46	43	62	45
0	4	89	77	73	95	92	93
0	62	68	3	59	22	7	20	1	5
0	19	54	51	33	53
0	5	53	48	10	2	3
